1966082,Richard_Schaosid,1501497268.0,dky6vf0,6qlizt
1966083,overdrafts,1501497286.0,dky6vuq,6qlizt
1966084,Richard_Schaosid,1501497292.0,dky6w0i,6qlizt
1966085,AlexJonesLizardGod,1501497413.0,dky6z7v,6qlizt
1966086,_zachhall,1501497437.0,dky6ztr,6qlizt
1966087,AlexJonesLizardGod,1501498063.0,dky7ggj,6qlizt
1966088,Removedpixel,1501498353.0,dky7nt3,6qlizt
1966089,AlexJonesLizardGod,1501498384.0,dky7on2,6qlizt
1966090,SolidGoldMagikarp,1501498426.0,dky7psb,6qlizt
1966091,AlexJonesLizardGod,1501498510.0,dky7rwr,6qlizt
1966092,SolidGoldMagikarp,1501498595.0,dky7u33,6qlizt
1966093,parker_cube,1501498716.0,dky7x58,6qlizt
1966094,kdiuro13,1501498849.0,dky80gu,6qlizt
1966095,SolidGoldMagikarp,1501498887.0,dky81f2,6qlizt
1966096,parker_cube,1501498949.0,dky82yq,6qlizt
1966097,SolidGoldMagikarp,1501498977.0,dky83nd,6qlizt
1966098,parker_cube,1501499160.0,dky886a,6qlizt
1966099,SolidGoldMagikarp,1501499204.0,dky899c,6qlizt
1966100,parker_cube,1501499219.0,dky89mz,6qlizt
1966101,kdiuro13,1501499237.0,dky8a34,6qlizt
1966102,parker_cube,1501499251.0,dky8ag1,6qlizt
1966103,kdiuro13,1501499263.0,dky8aqy,6qlizt
1966104,parker_cube,1501499296.0,dky8bmb,6qlizt
1966105,kdiuro13,1501499336.0,dky8clr,6qlizt
1966106,parker_cube,1501499389.0,dky8dv5,6qlizt
1966107,kdiuro13,1501499426.0,dky8ern,6qlizt
1966108,parker_cube,1501499469.0,dky8fqx,6qlizt
1966109,kdiuro13,1501499475.0,dky8fvb,6qlizt
1966110,davidjl123,1501499523.0,dky8h0x,6qlizt
1966111,parker_cube,1501499549.0,dky8hoh,6qlizt
1966112,kdiuro13,1501499573.0,dky8iaa,6qlizt
1966113,parker_cube,1501499583.0,dky8iif,6qlizt
1966114,davidjl123,1501499602.0,dky8j03,6qlizt
1966115,SolidGoldMagikarp,1501499640.0,dky8jwo,6qlizt
1966116,parker_cube,1501499701.0,dky8lc6,6qlizt
1966117,SolidGoldMagikarp,1501499717.0,dky8lqa,6qlizt
1966118,parker_cube,1501499748.0,dky8mhz,6qlizt
1966119,SolidGoldMagikarp,1501499816.0,dky8o3k,6qlizt
1966120,parker_cube,1501499870.0,dky8pe0,6qlizt
1966121,SolidGoldMagikarp,1501499894.0,dky8pzt,6qlizt
1966122,parker_cube,1501499963.0,dky8rnv,6qlizt
1966123,SolidGoldMagikarp,1501500030.0,dky8t80,6qlizt
1966124,parker_cube,1501500113.0,dky8v5z,6qlizt
1966125,SolidGoldMagikarp,1501500212.0,dky8xgv,6qlizt
1966126,parker_cube,1501500296.0,dky8zgk,6qlizt
1966127,SolidGoldMagikarp,1501500346.0,dky90nh,6qlizt
1966128,parker_cube,1501500437.0,dky92rm,6qlizt
1966129,DemonBurritoCat,1501500729.0,dky99p2,6qlizt
1966130,MegaUltraSonic,1501500867.0,dky9czp,6qlizt
1966131,DemonBurritoCat,1501500930.0,dky9egh,6qlizt
1966132,MegaUltraSonic,1501500980.0,dky9fkr,6qlizt
1966133,DemonBurritoCat,1501501130.0,dky9j04,6qlizt
1966134,AlexJonesLizardGod,1501501384.0,dky9ot2,6qlizt
1966135,kdiuro13,1501501450.0,dky9qej,6qlizt
1966136,DemonBurritoCat,1501501494.0,dky9reu,6qlizt
1966137,kdiuro13,1501501504.0,dky9rno,6qlizt
1966138,AlexJonesLizardGod,1501501541.0,dky9sih,6qlizt
1966139,kdiuro13,1501501547.0,dky9sn1,6qlizt
1966140,DemonBurritoCat,1501501581.0,dky9teq,6qlizt
1966141,kdiuro13,1501501588.0,dky9tke,6qlizt
1966142,AlexJonesLizardGod,1501501650.0,dky9ux2,6qlizt
1966143,kdiuro13,1501501655.0,dky9v1f,6qlizt
1966144,AlexJonesLizardGod,1501501691.0,dky9vuq,6qlizt
1966145,kdiuro13,1501501697.0,dky9vz7,6qlizt
1966146,AlexJonesLizardGod,1501501721.0,dky9wiu,6qlizt
1966147,kdiuro13,1501501730.0,dky9wqp,6qlizt
1966148,AlexJonesLizardGod,1501501755.0,dky9x9n,6qlizt
1966149,Rewardoffered,1501501983.0,dkya297,6qlizt
1966150,kdiuro13,1501501994.0,dkya2il,6qlizt
1966151,Rewardoffered,1501502009.0,dkya2u2,6qlizt
1966152,AlexJonesLizardGod,1501502070.0,dkya47g,6qlizt
1966153,kdiuro13,1501502088.0,dkya4kr,6qlizt
1966154,AlexJonesLizardGod,1501502113.0,dkya551,6qlizt
1966155,Smartstocks,1501502137.0,dkya5oj,6qlizt
1966156,kdiuro13,1501502168.0,dkya6do,6qlizt
1966157,Smartstocks,1501502211.0,dkya7as,6qlizt
1966158,Rewardoffered,1501502280.0,dkya8vt,6qlizt
1966159,kdiuro13,1501502330.0,dkyaa5l,6qlizt
1966160,Rewardoffered,1501502343.0,dkyaafb,6qlizt
1966161,kdiuro13,1501502352.0,dkyaamx,6qlizt
1966162,Rewardoffered,1501502419.0,dkyac8r,6qlizt
1966163,kdiuro13,1501502442.0,dkyactu,6qlizt
1966164,Rewardoffered,1501502505.0,dkyaeb2,6qlizt
1966165,kdiuro13,1501502643.0,dkyahp0,6qlizt
1966166,AlexJonesLizardGod,1501502670.0,dkyaid6,6qlizt
1966167,kdiuro13,1501502754.0,dkyaker,6qlizt
1966168,AlexJonesLizardGod,1501502777.0,dkyakzf,6qlizt
1966169,kdiuro13,1501502792.0,dkyalcg,6qlizt
1966170,AlexJonesLizardGod,1501502820.0,dkyam1d,6qlizt
1966171,kdiuro13,1501502826.0,dkyam6w,6qlizt
1966172,AlexJonesLizardGod,1501502845.0,dkyamok,6qlizt
1966173,kdiuro13,1501502852.0,dkyamu9,6qlizt
1966174,AlexJonesLizardGod,1501502866.0,dkyan6g,6qlizt
1966175,kdiuro13,1501502970.0,dkyappb,6qlizt
1966176,AlexJonesLizardGod,1501502987.0,dkyaq3n,6qlizt
1966177,kdiuro13,1501503188.0,dkyaush,6qlizt
1966178,AlexJonesLizardGod,1501503244.0,dkyaw2o,6qlizt
1966179,kdiuro13,1501503273.0,dkyawpf,6qlizt
1966180,AlexJonesLizardGod,1501503303.0,dkyaxch,6qlizt
1966181,kdiuro13,1501503312.0,dkyaxjq,6qlizt
1966182,AlexJonesLizardGod,1501503332.0,dkyay08,6qlizt
1966183,kdiuro13,1501503339.0,dkyay6d,6qlizt
1966184,AlexJonesLizardGod,1501503355.0,dkyayjf,6qlizt
1966185,kdiuro13,1501503362.0,dkyayov,6qlizt
1966186,AlexJonesLizardGod,1501503378.0,dkyaz1z,6qlizt
1966187,kdiuro13,1501503383.0,dkyaz5j,6qlizt
1966188,AlexJonesLizardGod,1501503401.0,dkyazk8,6qlizt
1966189,kdiuro13,1501503407.0,dkyazp1,6qlizt
1966190,AlexJonesLizardGod,1501503426.0,dkyb04c,6qlizt
1966191,kdiuro13,1501503437.0,dkyb0cz,6qlizt
1966192,AlexJonesLizardGod,1501503462.0,dkyb0x6,6qlizt
1966193,kdiuro13,1501503474.0,dkyb16t,6qlizt
1966194,AlexJonesLizardGod,1501503492.0,dkyb1l3,6qlizt
1966195,kdiuro13,1501503501.0,dkyb1sb,6qlizt
1966196,AlexJonesLizardGod,1501503512.0,dkyb21m,6qlizt
1966197,kdiuro13,1501503517.0,dkyb25p,6qlizt
1966198,AlexJonesLizardGod,1501503534.0,dkyb2jb,6qlizt
1966199,kdiuro13,1501503541.0,dkyb2p1,6qlizt
1966200,AlexJonesLizardGod,1501503565.0,dkyb37x,6qlizt
1966201,kdiuro13,1501503573.0,dkyb3ef,6qlizt
1966202,AlexJonesLizardGod,1501503601.0,dkyb3z8,6qlizt
1966203,kdiuro13,1501503608.0,dkyb44w,6qlizt
1966204,AlexJonesLizardGod,1501503630.0,dkyb4m5,6qlizt
1966205,kdiuro13,1501503635.0,dkyb4qy,6qlizt
1966206,AlexJonesLizardGod,1501503651.0,dkyb547,6qlizt
1966207,kdiuro13,1501503658.0,dkyb59k,6qlizt
1966208,AlexJonesLizardGod,1501503674.0,dkyb5m9,6qlizt
1966209,kdiuro13,1501503680.0,dkyb5qh,6qlizt
1966210,AlexJonesLizardGod,1501503700.0,dkyb672,6qlizt
1966211,kdiuro13,1501503707.0,dkyb6cm,6qlizt
1966212,AlexJonesLizardGod,1501503724.0,dkyb6qs,6qlizt
1966213,kdiuro13,1501503727.0,dkyb6t6,6qlizt
1966214,AlexJonesLizardGod,1501503743.0,dkyb75k,6qlizt
1966215,kdiuro13,1501503746.0,dkyb78a,6qlizt
1966216,AlexJonesLizardGod,1501503770.0,dkyb7rx,6qlizt
1966217,kdiuro13,1501503778.0,dkyb7xx,6qlizt
1966218,AlexJonesLizardGod,1501503796.0,dkyb8df,6qlizt
1966219,kdiuro13,1501503799.0,dkyb8fm,6qlizt
1966220,AlexJonesLizardGod,1501503812.0,dkyb8qo,6qlizt
1966221,kdiuro13,1501503818.0,dkyb8vk,6qlizt
1966222,AlexJonesLizardGod,1501503842.0,dkyb9e3,6qlizt
1966223,kdiuro13,1501503875.0,dkyba4u,6qlizt
1966224,AlexJonesLizardGod,1501503922.0,dkybb7j,6qlizt
1966225,kdiuro13,1501503927.0,dkybbbe,6qlizt
1966226,AlexJonesLizardGod,1501504054.0,dkybe3p,6qlizt
1966227,davidjl123,1501504061.0,dkybe9h,6qlizt
1966228,kdiuro13,1501504077.0,dkybek5,6qlizt
1966229,SolidGoldMagikarp,1501504095.0,dkybezb,6qlizt
1966230,kdiuro13,1501504115.0,dkybfet,6qlizt
1966231,SolidGoldMagikarp,1501504590.0,dkybpev,6qlizt
1966232,Rewardoffered,1501504653.0,dkybqrs,6qlizt
1966233,kdiuro13,1501504822.0,dkybu8d,6qlizt
1966234,Rewardoffered,1501504863.0,dkybv25,6qlizt
1966235,Urbul,1501505053.0,dkybyyt,6qlizt
1966236,SolidGoldMagikarp,1501505066.0,dkybz7n,6qlizt
1966237,Urbul,1501505080.0,dkybzh1,6qlizt
1966238,Rewardoffered,1501505147.0,dkyc0sm,6qlizt
1966239,SolidGoldMagikarp,1501505195.0,dkyc1ro,6qlizt
1966240,Rewardoffered,1501505264.0,dkyc353,6qlizt
1966241,SolidGoldMagikarp,1501505324.0,dkyc4cf,6qlizt
1966242,Rewardoffered,1501505344.0,dkyc4r4,6qlizt
1966243,Urbul,1501505366.0,dkyc57b,6qlizt
1966244,Rewardoffered,1501505382.0,dkyc5ij,6qlizt
1966245,Urbul,1501505499.0,dkyc7sd,6qlizt
1966246,Rewardoffered,1501505513.0,dkyc814,6qlizt
1966247,Urbul,1501505639.0,dkycajq,6qlizt
1966248,Rewardoffered,1501505712.0,dkycbzl,6qlizt
1966249,Urbul,1501505796.0,dkycdp4,6qlizt
1966250,Rewardoffered,1501505831.0,dkycedn,6qlizt
1966251,Urbul,1501505874.0,dkycf8q,6qlizt
1966252,Rewardoffered,1501505886.0,dkycfhz,6qlizt
1966253,Urbul,1501506183.0,dkycl6v,6qlizt
1966254,Rewardoffered,1501506303.0,dkycnje,6qlizt
1966255,Mooraell,1501506331.0,dkyco3f,6qlizt
1966256,Rewardoffered,1501506474.0,dkycqz0,6qlizt
1966257,Mooraell,1501506634.0,dkyctzi,6qlizt
1966258,smarvin6689,1501506663.0,dkycujr,6qlizt
1966259,Rewardoffered,1501506756.0,dkycwcy,6qlizt
1966260,Mooraell,1501506767.0,dkycwjz,6qlizt
1966261,Rewardoffered,1501506791.0,dkycx13,6qlizt
1966262,kdiuro13,1501507362.0,dkyd7vy,6qlizt
1966263,SolidGoldMagikarp,1501507414.0,dkyd8w1,6qlizt
1966264,Rewardoffered,1501507447.0,dkyd9jr,6qlizt
1966265,Mooraell,1501507474.0,dkyda2o,6qlizt
1966266,kdiuro13,1501507637.0,dkydd22,6qlizt
1966267,dominodan123,1501507661.0,dkyddif,6qlizt
1966268,kdiuro13,1501507684.0,dkyddya,6qlizt
1966269,Rewardoffered,1501507781.0,dkydfq7,6qlizt
1966270,kdiuro13,1501507828.0,dkydgmv,6qlizt
1966271,Rewardoffered,1501507860.0,dkydh92,6qlizt
1966272,kdiuro13,1501507918.0,dkydice,6qlizt
1966273,Rewardoffered,1501507938.0,dkydip1,6qlizt
1966274,kdiuro13,1501508041.0,dkydkk6,6qlizt
1966275,Rewardoffered,1501508158.0,dkydmpg,6qlizt
1966276,Urbul,1501508244.0,dkydobu,6qlizt
1966277,Rewardoffered,1501508341.0,dkydq24,6qlizt
1966278,kdiuro13,1501508361.0,dkydqfx,6qlizt
1966279,Urbul,1501508381.0,dkydqsy,6qlizt
1966280,kdiuro13,1501508393.0,dkydr0q,6qlizt
1966281,SolidGoldMagikarp,1501508485.0,dkydsmh,6qlizt
1966282,kdiuro13,1501508622.0,dkydv1y,6qlizt
1966283,dominodan123,1501508642.0,dkydvdq,6qlizt
1966284,SolidGoldMagikarp,1501508705.0,dkydwh5,6qlizt
1966285,Smartstocks,1501508740.0,dkydx3n,6qlizt
1966286,kdiuro13,1501508771.0,dkydxnk,6qlizt
1966287,Smartstocks,1501508775.0,dkydxpy,6qlizt
1966288,SolidGoldMagikarp,1501508794.0,dkydy1s,6qlizt
1966289,Smartstocks,1501508799.0,dkydy4o,6qlizt
1966290,SolidGoldMagikarp,1501508816.0,dkydyfv,6qlizt
1966291,Smartstocks,1501508820.0,dkydyii,6qlizt
1966292,kdiuro13,1501508834.0,dkydysn,6qlizt
1966293,Smartstocks,1501508842.0,dkydyww,6qlizt
1966294,kdiuro13,1501508851.0,dkydz2m,6qlizt
1966295,Smartstocks,1501508857.0,dkydz6u,6qlizt
1966296,kdiuro13,1501508863.0,dkydzb6,6qlizt
1966297,Smartstocks,1501508866.0,dkydzcy,6qlizt
1966298,kdiuro13,1501508872.0,dkydzgb,6qlizt
1966299,Smartstocks,1501508875.0,dkydzic,6qlizt
1966300,kdiuro13,1501508880.0,dkydzma,6qlizt
1966301,Smartstocks,1501508885.0,dkydzpo,6qlizt
1966302,kdiuro13,1501508890.0,dkydzsx,6qlizt
1966303,Smartstocks,1501508905.0,dkye02w,6qlizt
1966304,kdiuro13,1501508911.0,dkye07e,6qlizt
1966305,Smartstocks,1501508923.0,dkye0eg,6qlizt
1966306,kdiuro13,1501508928.0,dkye0hs,6qlizt
1966307,Smartstocks,1501508931.0,dkye0jr,6qlizt
1966308,kdiuro13,1501508936.0,dkye0mt,6qlizt
1966309,Smartstocks,1501508938.0,dkye0nu,6qlizt
1966310,kdiuro13,1501508942.0,dkye0q9,6qlizt
1966311,Smartstocks,1501508945.0,dkye0s7,6qlizt
1966312,kdiuro13,1501508948.0,dkye0u5,6qlizt
1966313,Smartstocks,1501508951.0,dkye0wi,6qlizt
1966314,kdiuro13,1501508955.0,dkye0yl,6qlizt
1966315,Smartstocks,1501508958.0,dkye10e,6qlizt
1966316,kdiuro13,1501508962.0,dkye13t,6qlizt
1966317,Smartstocks,1501508966.0,dkye15h,6qlizt
1966318,kdiuro13,1501508969.0,dkye17k,6qlizt
1966319,Smartstocks,1501508972.0,dkye19l,6qlizt
1966320,kdiuro13,1501508976.0,dkye1c5,6qlizt
1966321,Smartstocks,1501508981.0,dkye1fp,6qlizt
1966322,kdiuro13,1501508985.0,dkye1is,6qlizt
1966323,Smartstocks,1501508988.0,dkye1kk,6qlizt
1966324,kdiuro13,1501508992.0,dkye1nf,6qlizt
1966325,Smartstocks,1501508994.0,dkye1oy,6qlizt
1966326,kdiuro13,1501508998.0,dkye1rm,6qlizt
1966327,Smartstocks,1501509002.0,dkye1tm,6qlizt
1966328,kdiuro13,1501509006.0,dkye1w2,6qlizt
1966329,Smartstocks,1501509008.0,dkye1xl,6qlizt
1966330,kdiuro13,1501509013.0,dkye20h,6qlizt
1966331,Smartstocks,1501509016.0,dkye22e,6qlizt
1966332,kdiuro13,1501509019.0,dkye23u,6qlizt
1966333,Smartstocks,1501509022.0,dkye265,6qlizt
1966334,kdiuro13,1501509026.0,dkye285,6qlizt
1966335,Smartstocks,1501509028.0,dkye29o,6qlizt
1966336,kdiuro13,1501509032.0,dkye2c3,6qlizt
1966337,Smartstocks,1501509039.0,dkye2h4,6qlizt
1966338,kdiuro13,1501509043.0,dkye2ji,6qlizt
1966339,Smartstocks,1501509048.0,dkye2mf,6qlizt
1966340,kdiuro13,1501509052.0,dkye2q0,6qlizt
1966341,Smartstocks,1501509068.0,dkye2z2,6qlizt
1966342,kdiuro13,1501509079.0,dkye35w,6qlizt
1966343,Rewardoffered,1501509215.0,dkye5jv,6qlizt
1966344,kdiuro13,1501509226.0,dkye5qz,6qlizt
1966345,Rewardoffered,1501509241.0,dkye629,6qlizt
1966346,kdiuro13,1501509266.0,dkye6hb,6qlizt
1966347,Rewardoffered,1501509282.0,dkye6sq,6qlizt
1966348,kdiuro13,1501509342.0,dkye7u0,6qlizt
1966349,Rewardoffered,1501509353.0,dkye80h,6qlizt
1966350,kdiuro13,1501509360.0,dkye850,6qlizt
1966351,Rewardoffered,1501509375.0,dkye8eg,6qlizt
1966352,kdiuro13,1501509383.0,dkye8jx,6qlizt
1966353,Rewardoffered,1501509392.0,dkye8pe,6qlizt
1966354,kdiuro13,1501509589.0,dkyec05,6qlizt
1966355,Rewardoffered,1501509651.0,dkyed22,6qlizt
1966356,kdiuro13,1501509947.0,dkyei1m,6qlizt
1966357,Rewardoffered,1501509993.0,dkyeitv,6qlizt
1966358,kdiuro13,1501510075.0,dkyek74,6qlizt
1966359,SolidGoldMagikarp,1501510266.0,dkyenbl,6qlizt
1966360,Rewardoffered,1501510363.0,dkyeoyj,6qlizt
1966361,SolidGoldMagikarp,1501510482.0,dkyeqyn,6qlizt
1966362,Rewardoffered,1501510638.0,dkyetj2,6qlizt
1966363,kdiuro13,1501510667.0,dkyeu0v,6qlizt
1966364,Rewardoffered,1501510689.0,dkyeudx,6qlizt
1966365,MetArtScroll,1501511328.0,dkyf4pa,6qlizt
1966366,kdiuro13,1501511348.0,dkyf50u,6qlizt
1966367,MetArtScroll,1501511507.0,dkyf7f6,6qlizt
1966368,kdiuro13,1501511554.0,dkyf854,6qlizt
1966369,MetArtScroll,1501511571.0,dkyf8fw,6qlizt
1966370,kdiuro13,1501511598.0,dkyf8us,6qlizt
1966371,MetArtScroll,1501511652.0,dkyf9pc,6qlizt
1966372,kdiuro13,1501511697.0,dkyfafq,6qlizt
1966373,MetArtScroll,1501511717.0,dkyfaqw,6qlizt
1966374,kdiuro13,1501511780.0,dkyfbr0,6qlizt
1966375,MetArtScroll,1501511786.0,dkyfbub,6qlizt
1966376,kdiuro13,1501511794.0,dkyfbz4,6qlizt
1966377,MetArtScroll,1501511833.0,dkyfcku,6qlizt
1966378,kdiuro13,1501511887.0,dkyfde0,6qlizt
1966379,MetArtScroll,1501511893.0,dkyfdh5,6qlizt
1966380,kdiuro13,1501511898.0,dkyfdkv,6qlizt
1966381,MetArtScroll,1501511904.0,dkyfdo8,6qlizt
1966382,kdiuro13,1501511910.0,dkyfdqu,6qlizt
1966383,MetArtScroll,1501511917.0,dkyfdui,6qlizt
1966384,kdiuro13,1501511921.0,dkyfdwr,6qlizt
1966385,MetArtScroll,1501511928.0,dkyfe08,6qlizt
1966386,kdiuro13,1501511936.0,dkyfe4z,6qlizt
1966387,MetArtScroll,1501511940.0,dkyfe79,6qlizt
1966388,kdiuro13,1501511944.0,dkyfe9d,6qlizt
1966389,MetArtScroll,1501511948.0,dkyfebs,6qlizt
1966390,kdiuro13,1501511953.0,dkyfee2,6qlizt
1966391,MetArtScroll,1501511957.0,dkyfegd,6qlizt
1966392,kdiuro13,1501511960.0,dkyfeim,6qlizt
1966393,MetArtScroll,1501511967.0,dkyfely,6qlizt
1966394,kdiuro13,1501511971.0,dkyfep0,6qlizt
1966395,MetArtScroll,1501511975.0,--,6qlizt
1966396,kdiuro13,1501511978.0,dkyfet3,6qlizt
1966397,MetArtScroll,1501511982.0,dkyfev0,6qlizt
1966398,kdiuro13,1501511986.0,dkyfexc,6qlizt
1966399,MetArtScroll,1501511989.0,dkyfeyn,6qlizt
1966400,kdiuro13,1501511995.0,dkyff28,6qlizt
1966401,MetArtScroll,1501512000.0,dkyff5a,6qlizt
1966402,kdiuro13,1501512003.0,dkyff6j,6qlizt
1966403,MetArtScroll,1501512007.0,dkyff8o,6qlizt
1966404,kdiuro13,1501512010.0,dkyffag,6qlizt
1966405,MetArtScroll,1501512015.0,dkyffcr,6qlizt
1966406,kdiuro13,1501512021.0,dkyffgd,6qlizt
1966407,MetArtScroll,1501512025.0,dkyffiq,6qlizt
1966408,kdiuro13,1501512033.0,dkyffnf,6qlizt
1966409,MetArtScroll,1501512037.0,dkyffpa,6qlizt
1966410,kdiuro13,1501512066.0,dkyfg4w,6qlizt
1966411,MetArtScroll,1501512071.0,dkyfg7l,6qlizt
1966412,kdiuro13,1501512088.0,dkyfgga,6qlizt
1966413,MetArtScroll,1501512091.0,dkyfgid,6qlizt
1966414,kdiuro13,1501512110.0,dkyfgso,6qlizt
1966415,MetArtScroll,1501512114.0,dkyfgva,6qlizt
1966416,kdiuro13,1501512119.0,dkyfgye,6qlizt
1966417,MetArtScroll,1501512137.0,dkyfh86,6qlizt
1966418,kdiuro13,1501512140.0,dkyfh9y,6qlizt
1966419,MetArtScroll,1501512144.0,dkyfhbj,6qlizt
1966420,kdiuro13,1501512149.0,dkyfhet,6qlizt
1966421,MetArtScroll,1501512152.0,dkyfhh1,6qlizt
1966422,kdiuro13,1501512159.0,dkyfhka,6qlizt
1966423,MetArtScroll,1501512163.0,dkyfhmi,6qlizt
1966424,kdiuro13,1501512166.0,dkyfhoh,6qlizt
1966425,MetArtScroll,1501512171.0,dkyfhr2,6qlizt
1966426,kdiuro13,1501512174.0,dkyfht8,6qlizt
1966427,MetArtScroll,1501512178.0,dkyfhvn,6qlizt
1966428,kdiuro13,1501512182.0,dkyfhxp,6qlizt
1966429,MetArtScroll,1501512185.0,dkyfhzg,6qlizt
1966430,kdiuro13,1501512190.0,dkyfi23,6qlizt
1966431,MetArtScroll,1501512194.0,dkyfi3z,6qlizt
1966432,kdiuro13,1501512198.0,dkyfi69,6qlizt
1966433,MetArtScroll,1501512201.0,dkyfi7u,6qlizt
1966434,kdiuro13,1501512205.0,dkyfia2,6qlizt
1966435,MetArtScroll,1501512209.0,dkyfibl,6qlizt
1966436,kdiuro13,1501512212.0,dkyficu,6qlizt
1966437,MetArtScroll,1501512216.0,dkyfies,6qlizt
